,player_name,player_birth,player_physical,player_no,player_position,player_exprience,player_payment,player_salaly,player_draft,player_join
63590,이명진,1990년 03월 07일,182cm/101kg,62,외야수(우투좌타),수영초-부산중-부산고-고려대,,,13 롯데 육성선수,
63593,조홍석,1990년 02월 23일,175cm/78kg,53,외야수(우투좌타),광주화정초-영남중-배명고-원광대,,,13 롯데 4라운드 34순위,13롯데
63596,김광용,1989년 10월 15일,178cm/91kg,96,투수(우투우타),경일초(도봉리틀)-중앙중-배명고-동아대,,,,
63598,이동희,1991년 01월 31일,176cm/86kg,64,포수(우투우타),고명초-덕수중-배명고-경남대,,,13 롯데 육성선수,
63601,김광연,1991년 11월 13일,182cm/73kg,4,내야수(우투좌타),군산중앙초-전라중-전주고-송원대,,,13 KIA 육성선수,13KIA
63603,서용주,1990년 06월 30일,184cm/89kg,42,외야수(우투우타),대해초-포철중-포철공고-동의대,,,13 KIA 육성선수,13KIA
63604,배장원,1990년 05월 17일,181cm/88kg,104,외야수(우투우타),남도초-경상중-상원고-홍익대,,,,
63605,류기훈,1990년 10월 26일,183cm/80kg,105,투수(좌투좌타),수주초-부천중-제물포고-연세대,,,,
63606,이동훈,1989년 04월 28일,176cm/72kg,65,외야수(우투좌타),동막초-대헌중-동산고-동국대,,,13 KIA 육성선수,13KIA
63607,강하승,1989년 10월 25일,186cm/77kg,107,내야수(우투우타),서림초-진흥중-진흥고-동국대-고양,,,,
63608,김승현,1987년 03월 11일,186cm/81kg,66,투수(우투우타),학강초-동성중-동성고-홍익대-KIA,,,,
63609,송원호,1990년 12월 04일,182cm/85kg,109,투수(우투우타),중대초-배명중-배명고-동국대,,,,
63610,박효승,1989년 07월 19일,179cm/83kg,110,외야수(우투우타),쌍문초-신일중-신일고-일본 도쿄정보대,,,13 KIA 육성선수,
63619,손동욱,1989년 08월 06일,184cm/95kg,50,투수(좌투좌타),신도초-부천중-부천고-단국대-KIA-넥센,,,13 KIA 1라운드 5순위,13KIA
63620,이효상,1990년 01월 22일,186cm/88kg,039,투수(우투우타),충암초-충암중-충암고-경희대,,,13 KIA 3라운드 26순위,13KIA
63628,고영창,1989년 02월 24일,189cm/100kg,60,투수(우투우타),광주서림초-진흥중-진흥고-연세대,5000만원,5200만원,13 KIA 6라운드 53순위,13KIA
63630,박효일,1990년 04월 18일,180cm/80kg,04,내야수(우투우타),칠성초-경상중-대구상원고-동의대,,,13 KIA 4라운드 35순위,13KIA
63634,이홍구,1990년 12월 11일,180cm/95kg,35,포수(우투우타),장안초-건대부중-장충고-단국대-KIA-SK,11000만원,7000만원,13 KIA 2라운드 14순위,13KIA
63636,고장혁,1990년 01월 08일,183cm/93kg,52,내야수(우투양타),광주대성초-광주동성중-광주동성고-성균관대-KIA-경찰,6000만원,5000만원,13 KIA 5라운드 44순위,13KIA
63638,박준표,1992년 06월 26일,181cm/93kg,31,투수(우언우타),송정동초-진흥중-중앙고-동강대-KIA-경찰,4000만원,16000만원,13 KIA 7라운드 62순위,13KIA
63645,박찬,1990년 08월 08일,182cm/83kg,104,외야수(우투우타),미성초-강남중-성남고-단국대,,,13 KIA 8라운드 71순위,13KIA
63652,윤민섭,1990년 09월 30일,180cm/82kg,040,외야수(우투좌타),광주서림초-충장중-광주제일고-고려대,,,13 KIA 10라운드 89순위,13KIA
63657,최준식,1994년 05월 19일,183cm/74kg,035,외야수(우투좌타),서울이수초-배재중-경기고,,,13 KIA 9라운드 80순위,13KIA
63665,안우주,1989년 06월 08일,183cm/77kg,65,투수(우투우타),서석초-화순중-화순고-동국대,,,,
63667,이다샘,1989년 10월 31일,184cm/94kg,01,투수(우투우타),내발산초-양천중-경동고-원광대,,,13 KIA 육성선수,14KIA
63669,김민성,1988년 03월 30일,180cm/85kg,69,투수(우투우타),이수초-우신중-중앙고-영동대,,,,
63692,나담주,1989년 05월 11일,182cm/78kg,92,내야수(우투우타),수주초-부천중-서울고-경희대,,,13 KIA 육성선수,
63697,장준성,1992년 09월 18일,176cm/75kg,97,내야수(우투우타),종막초-대헌중-제물포고-영동대,,,,
63698,황수현,1991년 08월 31일,188cm/90kg,66,내야수(우투좌타),둔촌초-자양중-배명고-제주산업대,,,13 KIA 육성선수,15KIA
63700,장운호,1994년 02월 20일,183cm/85kg,30,외야수(우투우타),중대초-배명중-배재고-한화-상무,6000만원,3500만원,13 한화 6라운드 56순위,13한화
63701,정창민,1987년 02월 20일,173cm/75kg,,(우투우타),인천화전초-계산중-계양고-신구대,,,,13한화코치
63702,이건영,1979년 07월 04일,171cm/72kg,00,(우투우타),남덕초-경복중-영남고-영남대,,,,
63703,박한결,1994년 12월 24일,183cm/76kg,,내야수(우투우타),백문초(구리시립리틀)-청원중-경동고,,3100만원,13 한화 육성선수,19한화
63704,노수광,1990년 08월 06일,180cm/80kg,17,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA-SK,,17300만원,13 한화 육성선수,14한화
63705,노민성,1993년 11월 25일,185cm/84kg,05,외야수(우투우타),석교초-천안북중-제물포고,,,,
63706,백승준,1993년 06월 22일,182cm/71kg,06,투수(우투좌타),본리초-대구중-경북고,,,,
63711,김동조,1990년 01월 28일,181cm/75kg,01,투수(좌투좌타),학강초-순천이수중-효천고-세한대-한화,,,13 한화 육성선수,
63722,한승택,1994년 06월 21일,174cm/83kg,42,포수(우투우타),잠전초(남양주리틀)-잠신중-덕수고-한화-경찰,9000만원,8500만원,13 한화 3라운드 23순위,13한화
63729,신승원,1994년 07월 29일,175cm/80kg,02,포수(우투우타),서석초-전라중-북일고,,,13 한화 육성선수,
63730,조지훈,1994년 04월 06일,185cm/91kg,98,투수(우투우타),고명초-언북중-장충고-한화-경찰,20000만원,2800만원,13 한화 1라운드 2순위,13한화
63737,이브랜드,1983년 10월 29일,186cm/105kg,37,투수(좌투좌타),미국 케년대-한화,,,13 한화 자유선발,
63744,권시훈,1993년 12월 17일,181cm/83kg,103,포수(우투좌타),율하초-경운중-대구고,,,13 한화 7라운드 59순위,
63749,이충호,1994년 09월 20일,182cm/81kg,49,투수(좌투좌타),인헌초-선린중-충암고,7000만원,3000만원,13 한화 4라운드 38순위,13한화
63765,김종수,1994년 06월 03일,180cm/80kg,1,투수(우투우타),성동초-덕수중-울산공고,3000만원,6100만원,13 한화 8라운드 74순위,13한화
63786,조청희,1961년 12월 11일,173cm/78kg,,(우투우타),대구초-경운중-충암고-건국대,,,,04한화코치
63791,송창현,1989년 08월 17일,181cm/100kg,91,투수(좌투좌타),대해초-매송중-야탑고-제주국제대-롯데-한화-상무,8000만원,3400만원,13 롯데 3라운드 27순위,13롯데
63792,조정원,1990년 08월 10일,175cm/65kg,101,내야수(우투우타),금평초-장성중-야탑고-건국대,,,13 한화 5라운드 41순위,13한화
63794,김승현,1994년 03월 11일,178cm/86kg,93,내야수(우투우타),우암초-청주중-청주고,,,13 한화 10라운드 92순위,
63797,김강래,1994년 12월 09일,187cm/92kg,02,투수(좌투좌타),노암초-경포중-강릉고,,,13 한화 2라운드 17순위,
63800,이석재,1990년 01월 18일,178cm/80kg,16,투수(우투우타),교동초-원주중-원주고-경남대-SK,,,13 SK 2라운드 12순위,13SK
63801,허재혁,1979년 08월 26일,180cm/80kg,,(),대곡초-대청중-단대부고-미국 오클라호마대,,,,13SK코치
63802,전태영,1980년 02월 16일,185cm/102kg,80,(우투우타),성산초-신수중-경성고-고려대,,,,13SK코치
63803,이형삼,1982년 07월 18일,180cm/78kg,,(우투우타),상원초(한천리틀)-온곡중-청원고-남서울대,,,,13SK코치
63810,세든,1983년 10월 13일,193cm/100kg,54,투수(좌투좌타),미국 캐넌고,,,13 SK 자유선발,13SK
63857,레이예스,1984년 11월 20일,189cm/97kg,57,투수(좌투좌타),미국 리버사이드고-SK,,,13 SK 자유선발,
63877,맥스베너블,1957년 06월 06일,178cm/92kg,77,(우투좌타),미국 코르도바고,,,,
63883,이경재,1994년 10월 26일,185cm/117kg,48,투수(우투우타),부산중앙초-대천중-부산고-SK,,,13 SK 1라운드 7순위,13SK
63884,정효원,1992년 09월 13일,184cm/81kg,84,내야수(우투우타),희성초-평촌중-제물포고-영동대,,,,
63887,김제성,1990년 06월 10일,178cm/89kg,109,포수(우투우타),희망대초-구리인창중-구리인창고-한양대,,,13 SK 육성선수,
63888,성양민,1992년 03월 13일,173cm/85kg,88,투수(좌투좌타),성포초(안산리틀)-평촌중-충훈고-(세계사이버대),,,13 SK 8라운드 69순위,
63889,유영하,1993년 10월 10일,180cm/85kg,112,투수(우투우타),정지초-안산중앙중-충훈고,,,13 SK 6라운드 51순위,14SK
63890,류효용,1994년 07월 16일,182cm/95kg,30,외야수(우투우타),내당초-경복중-대구상원고,,,13 SK 5라운드 46순위,
63891,모상영,1991년 04월 05일,188cm/99kg,91,내야수(우투우타),백운초-신일중-안산공고-송원대,,,13 SK 9라운드 82순위,
63893,김원준,1991년 12월 12일,175cm/70kg,93,내야수(우투우타),무학초-마산동중-용마고-동강대,,,,
63894,김정빈,1994년 06월 08일,182cm/90kg,21,투수(좌투좌타),광주화정초-무등중-화순고-SK-상무-SK,8000만원,4000만원,13 SK 3라운드 28순위,15SK
63895,최민재,1994년 01월 08일,180cm/84kg,53,외야수(우투좌타),대전신흥초-공주중-화순고-SK,7000만원,3100만원,13 SK 4라운드 33순위,18SK
63900,김병승,1989년 03월 16일,183cm/80kg,121,투수(우투양타),연산초-개성중-부산고-연세대-NC,,,13 NC 6라운드 49순위,13NC
63901,김정운,1994년 10월 01일,192cm/86kg,101,투수(우투좌타),서석초-진흥중-진흥고,,,,
63902,김도환,1990년 02월 23일,174cm/83kg,40,포수(우투우타),백마초-장성중-충암고-호원대,,,13 NC 육성선수,
63903,유영준,1994년 07월 13일,183cm/79kg,3,내야수(우투우타),서울이수초-홍은중-덕수고-NC-경찰,6000만원,2800만원,13 NC 5라운드 48순위,13NC
63905,윤형준,1994년 01월 31일,186cm/97kg,28,내야수(우투우타),광주서림초-무등중-진흥고-NC-LG-경찰-LG,7000만원,3000만원,13 NC 4라운드 31순위,13NC
63907,조우상,1990년 04월 03일,183cm/90kg,07,투수(우투우타),동성고-원광대,,,,
63913,최재원,1990년 07월 30일,183cm/81kg,31,내야수(우투우타),무학초-마산중-마산고-연세대-NC-삼성-LG-경찰,4000만원,6000만원,13 NC 8라운드 67순위,13NC
63914,손정욱,1990년 12월 24일,182cm/84kg,14,투수(좌투좌타),서울도곡초-홍은중-덕수고-경희대,12000만원,4400만원,13 NC 2라운드 10순위 ,13NC
63920,김준완,1991년 01월 20일,174cm/75kg,1,외야수(우투좌타),길동초-건대부중-장충고-고려대-NC-상무,,6000만원,13 NC 육성선수,13NC
63930,이효준,1994년 03월 30일,187cm/95kg,57,투수(우투우타),서화초-대헌중-제물포고,,,13 NC 육성선수,
63933,김희원,1994년 06월 07일,181cm/87kg,62,투수(우투우타),무학초-부산중-부경고-NC-상무,,,13 NC 육성선수,15상무
63935,이성민,1990년 03월 30일,185cm/92kg,26,투수(우투우타),남도초-대구중-경북고-영남대-NC-KT,,,13 NC 우선지명,13NC
63936,윤강민,1990년 10월 08일,183cm/83kg,43,투수(우언우타),청주우암초-천안북중-북일고-인하대-NC,9000만원,2700만원,13 NC 특별 19순위,13NC
63938,해커,1983년 03월 26일,185cm/104kg,00,투수(우투우타),미국 Duncanville(고)-NC,,,13 NC 자유선발,13NC
63939,찰리,1985년 10월 25일,190cm/93kg,11,투수(우투우타),미국 네브래스카대-NC,,,13 NC 자유선발,13NC
63940,아담,1987년 12월 09일,188cm/82kg,40,투수(좌투좌타),미국 캘리포니아주립대-NC,,,14 NC 자유선발,
63944,이준평,1990년 07월 23일,184cm/86kg,22,투수(우투우타),구지초-언북중-경기고-건국대,,,13 NC 육성선수,
63950,장현식,1995년 02월 24일,181cm/91kg,50,투수(우투우타),신도초-서울이수중-서울고-NC-경찰-NC,15000만원,10500만원,13 NC 1라운드 9순위,13NC
63959,임정호,1990년 04월 16일,188cm/90kg,38,투수(좌투좌타),성동초-잠신중-신일고-성균관대-NC-상무,7000만원,13000만원,13 NC 3라운드 30순위 ,13NC
63960,이상민,1990년 11월 04일,180cm/85kg,59,투수(좌투좌타),남도초(수성리틀)-대구중-경북고-동의대-NC-넥센-경찰-넥센-키움,4000만원,4000만원,13 NC 7라운드 66순위,13NC
63961,윤호솔,1994년 07월 15일,183cm/99kg,18,투수(우투우타),온양온천초-온양중-북일고-NC,60000만원,3100만원,13 NC 우선지명,13NC
63963,권희동,1990년 12월 30일,177cm/85kg,36,외야수(우투우타),동천초-경주중-경주고-경남대-NC-상무,3000만원,17000만원,13 NC 9라운드 84순위,13NC
63967,박으뜸,1990년 06월 14일,176cm/70kg,33,외야수(우투좌타),서원초-세광중-세광고-경남대-NC-상무,,,13 NC 특별 21순위,13NC
63968,구본욱,1990년 05월 05일,183cm/88kg,68,내야수(우투우타),수창초-경상중-경북고-성균관대,,,,
63969,장동우,1988년 06월 21일,185cm/94kg,69,내야수(우투좌타),가동초-잠신중-경기고-한양대,,,13 NC 10라운드 85순위,13NC
63970,임제우,1990년 12월 05일,176cm/77kg,96,내야수(우투우타),중앙초-부산중-경남고-경남대,,,13 NC 육성선수,
63973,강동호,1990년 03월 26일,178cm/83kg,73,투수(좌투좌타),사파초-대신중-경남고-동의대,,,,
63978,이기본,1987년 04월 25일,175cm/85kg,78,(),계림고-동국대,,,,
63990,정연창,1982년 12월 08일,177cm/84kg,90,(),덕벌초-청주중-청석고-한남대,,,,
63991,박진우,1990년 02월 12일,180cm/83kg,30,투수(우언우타),남부민초-대신중-부경고-건국대-NC-두산-경찰,,11500만원,13 NC 육성선수,15NC
63992,이태초,1991년 06월 22일,174cm/90kg,92,포수(우투좌타),이수초-배명중-배명고-송원대,,,,
63994,김성호,1990년 07월 30일,182cm/77kg,94,내야수(우투좌타),순천북초-온양중-북일고-동의대,,,,
63997,김건우,1990년 04월 06일,188cm/85kg,97,투수(우투우타),칠성초-경복중-대구고-성균관대,,,,
64000,김재곤,1990년 03월 03일,cm/kg,,외야수(우투좌타),서울고-경희대,,,,
64001,고영표,1991년 09월 16일,187cm/88kg,1,투수(우언우타),광주대성초-광주동성중-화순고-동국대,13000만원,12000만원,14 KT 2차 1라운드 10순위,14KT
64002,아라가키,,cm/kg,18,투수(),,,,,
64003,오카모토,,cm/kg,48,투수(),,,,,
64004,김민혁,1995년 11월 21일,181cm/71kg,53,외야수(우투좌타),광주서석초-배재중-배재고-KT-상무,6000만원,6500만원,14 KT 2차 6라운드 56순위,14KT
64005,바리오스,,cm/kg,67,투수(),,,,,
64006,심우준,1995년 04월 28일,183cm/75kg,2,내야수(우투우타),송정동초-언북중-경기고,13000만원,15500만원,14 KT 2차 특별 14순위,14KT
64007,문상철,1991년 04월 06일,184cm/85kg,25,외야수(우투우타),중대초-잠신중-배명고-고려대-KT-상무,13000만원,6000만원,14 KT 2차 특별 11순위,14KT
64008,토보,,cm/kg,139,투수(),,,,,
64009,호소야마다,,cm/kg,125,포수(),,,,,
64010,야기,,cm/kg,128,포수(),,,,,
64011,안승한,1992년 01월 25일,177cm/89kg,9,포수(우투우타),남정초-선린중-충암고-동아대,13000만원,3700만원,14 KT 2차 특별 12순위,14KT
64012,송민섭,1991년 08월 02일,177cm/80kg,12,외야수(우투우타),청파초(안산리틀)-선린중-선린인터넷고-단국대-KT-상무,,5700만원,14 KT 육성선수,15KT
64013,이지찬,1991년 08월 19일,174cm/70kg,51,내야수(우투우타),옥산초-대구중-경북고-경성대-KT-경찰,,,14 KT 2차 8라운드 76순위,14KT
64014,김병희,1990년 12월 06일,180cm/82kg,14,내야수(우투우타),창영초-신흥중-동산고-동국대,13000만원,3500만원,14 KT 2차 특별 13순위,14KT
64015,박주환,1991년 02월 14일,182cm/83kg,15,투수(좌투좌타),성동초-신일중-신일고-고려대,,,14 KT 육성선수,
64016,하리모토,,cm/kg,131,포수(),,,,,
64017,심재민,1994년 02월 18일,182cm/92kg,34,투수(좌투우타),장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대),25000만원,6300만원,14 KT 우선지명,14KT
64018,우에바야시,,cm/kg,51,내야수(),,,,,
64019,오오타키,,cm/kg,129,내야수(),,,,,
64020,마이크,1984년 09월 14일,199cm/99kg,20,투수(우투우타),미국 빌라노바대,,,14 KT 자유선발,
64021,박세웅,1995년 11월 30일,181cm/78kg,32,투수(우투우타),대구경운초-경운중-경북고-KT,20000만원,16500만원,14 KT 1차,14KT
64022,안중열,1995년 09월 01일,175cm/87kg,17,포수(우투우타),가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무,13000만원,4700만원,14 KT 2차 특별 15순위,14KT
64023,김성윤,1991년 06월 15일,178cm/78kg,17,외야수(좌투좌타),율하초-대구중-대구상원고-동의대,,,14 KT 2차 3라운드 35순위,14KT
64024,칸노,,cm/kg,130,내야수(),,,,,
64025,소네,,cm/kg,69,내야수(),,,,,
64026,마츠토미,,cm/kg,142,내야수(),,,,,
64027,장현진,1991년 08월 19일,179cm/84kg,27,내야수(우투우타),부천북초-부천중-부천고-성균관대,,,14 KT 2차 9라운드 95순위,14KT
64028,이시카와,,cm/kg,138,투수(),,,,,
64029,류희운,1995년 06월 19일,191cm/103kg,29,투수(우투우타),천안남산초-천안북중-북일고,32000만원,3800만원,14 KT 우선지명,14KT
64031,황석호,1991년 01월 09일,173cm/77kg,31,내야수(우투우타),옥산초-경복중-상원고-고려대,,,14 KT 육성선수,
64036,허정민,1991년 06월 06일,184cm/84kg,36,투수(우투좌타),사당초-영동중-서울고-홍익대,,,14 KT 육성선수,
64041,안현준,1995년 03월 23일,187cm/85kg,49,투수(우언우타),내덕초-청주중-세광고,7000만원,3200만원,14 KT 2차 4라운드 36순위,14KT
64044,최현철,1991년 04월 05일,186cm/88kg,44,내야수(우투좌타),희망대초-성일중-서울고-고려대,,,14 KT 육성선수,
64045,이범정,1995년 05월 13일,183cm/92kg,,투수(우투우타),봉천초-강남중-선린인터넷고,,2700만원,14 KT 육성선수,
64047,조현우,1994년 03월 30일,182cm/79kg,59,투수(좌투좌타),군산중앙초-군산중-군산상고-(전남과학대)-KT-롯데,10000만원,7500만원,14 KT 2차 2라운드 16순위,14KT
64049,시스코,1983년 01월 13일,208cm/102kg,51,투수(좌투좌타),미국 이스트레이크고-KT,,,14 KT 자유선발,14KT
64051,이영준,1991년 10월 10일,184cm/100kg,64,투수(좌투좌타),영일초-영남중-덕수고-단국대-KT-넥센,5000만원,7500만원,14 KT 2차 7라운드 75순위,14KT
64055,양형진,1991년 07월 12일,190cm/103kg,55,투수(우투우타),숭의초-신흥중-인천고-세한대-KT-롯데-상무,,,14 KT 2차 5라운드 55순위,14KT
64058,이호준,1990년 07월 17일,188cm/83kg,58,투수(좌투좌타),본리초-경복중-상원고-연세대,,,14 KT 육성선수,
64059,안상민,1991년 03월 04일,181cm/82kg,28,외야수(좌투좌타),하단초-대동중-경남고-동국대,,,14 KT 자유선발,
64063,강혜성,1989년 05월 03일,180cm/79kg,63,투수(우투우타),삼성초-내동중-속초상고,,,14 KT 육성선수,
64064,조경민,1991년 08월 01일,176cm/72kg,64,내야수(우투우타),연촌초(도봉리틀)-배명중-배명고-경희대,,,14 KT 육성선수,
64066,윤영윤,1987년 10월 20일,177cm/79kg,66,내야수(우투우타),서림초-동산중-제물포고-원광대,,,14 KT 육성선수,
64067,이상원,1989년 10월 04일,180cm/76kg,67,외야수(우투우타),대성초-동성중-동성고-건국대,,,14 KT 육성선수,
64068,유영현,1991년 04월 03일,185cm/84kg,68,외야수(우투좌타),이수초-홍은중-덕수고-한양대,,,14 KT 육성선수,
64075,박재현,1974년 02월 08일,179cm/86kg,74,(우투우타),대구옥산초-경복중-경북고-계명대,,,,14KT코치
64077,오키,1961년 01월 05일,178cm/79kg,74,(우투우타),일본 마츠하마초-일본 마츠하마중-일본 마츠야마상고-일본 메이지대,,,,
64083,델로자리오,1985년 10월 16일,185cm/85kg,26,투수(우언우타),도미니카 엘세이보고,,,,
64084,웨이테,1987년 02월 09일,189cm/100kg,34,투수(우투우타),마이애미,,,,
64085,채기영,1995년 09월 01일,180cm/70kg,01,외야수(우투좌타),봉천초-선린중-선린인터넷고,,,15 한화 육성선수,15한화
64086,신성현,1990년 10월 19일,183cm/92kg,5,내야수(우투우타),가동초-덕수중-일본 교토고쿠사이고-한화,,4300만원,15 한화 육성선수,09히로시마
64087,정유철,1988년 11월 16일,173cm/70kg,118,내야수(우투양타),구암초-강남중-선린인터넷고-계명대-고양,,,15 한화 육성선수,
64088,이용래,1967년 12월 28일,177cm/96kg,88,(우투우타),대일고-신구대,,,,
64089,정영,1987년 05월 08일,182cm/90kg,87,(우투좌타),휘문고-신구대,,,,14경찰코치
64090,이용균,1988년 09월 02일,177cm/70kg,4,내야수(우투우타),청원고-홍익대,,,,
64091,홍권민,1995년 11월 13일,183cm/80kg,37,포수(우투우타),원주고,,,,
64092,정규식,1990년 06월 17일,178cm/80kg,104,포수(우투좌타),희망대초-성일중-일본 교토고쿠사이고-일본 오사카가쿠인대,,,15 LG 2차 4라운드 37순위,15LG
64093,홍성혁,1990년 02월 17일,180cm/81kg,16,투수(우언우타),효천고,,,,
64094,산플레어,1984년 10월 05일,180cm/87kg,31,투수(좌투좌타),LA다저스,,,,
64095,강우찬,1990년 10월 25일,190cm/95kg,55,투수(우투우타),장충고-중앙대,,,,
64096,강태훈,1988년 12월 03일,180cm/84kg,44,투수(우투우타),인천고,,,,
64097,알바라데호,1982년 10월 30일,197cm/129kg,43,투수(우투우타),마이애미,,,,
64098,최민국,1995년 08월 05일,182cm/86kg,29,투수(우투우타),진흥고,,,,
64099,강대진,1988년 04월 10일,181cm/85kg,26,투수(우투우타),제물포고-서울문화예술대,,,,
64100,박재욱,1995년 12월 06일,180cm/78kg,42,포수(우투우타),부산수영초-부산중-개성고-LG-경찰,3000만원,3800만원,14 LG 2차 10라운드 103순위,14LG
64101,한석현,1994년 05월 17일,181cm/73kg,58,외야수(좌투좌타),후암초-대천중-경남고,5000만원,3200만원,14 LG 2차 5라운드 48순위,20LG
64107,오세민,1995년 05월 14일,186cm/83kg,112,투수(우투우타),부산대연초-부산중-경남고,,,14 LG 2차 8라운드 83순위,14LG
64108,한규현,1991년 12월 03일,183cm/87kg,108,포수(우투우타),도곡초-휘문중-인창고-한양대,,,14 LG 육성선수,
64109,김정택,1992년 10월 19일,190cm/90kg,106,투수(우투우타),학동초-강남중-신일고-(세계사이버대),,,14 LG 2차 9라운드 88순위,14LG
64110,이주호,1991년 06월 06일,183cm/93kg,07,포수(우투우타),화정초-충장중-광주제일고-인하대,,,14 LG 육성선수,14LG
64111,이지훈,1991년 01월 07일,184cm/95kg,111,투수(우투우타),길동초-배명중-배명고-문예대,,,14 LG 육성선수,
64112,고석찬,1990년 06월 07일,173cm/85kg,112,외야수(우투좌타),도산초-군산중-군산상고-호원대,,,14 LG 육성선수,
64115,장준원,1995년 11월 21일,183cm/77kg,32,내야수(우투우타),경운초(김해리틀)-개성중-경남고,10000만원,4500만원,14 LG 2차 2라운드 23순위,14LG
64117,양원혁,1991년 07월 21일,174cm/71kg,14,내야수(우투좌타),인천숭의초-동인천중-인천고-인하대-LG-경찰,,,14 LG 육성선수,14LG
64123,마데이,1985년 08월 12일,187cm/102kg,81,(우투우타),미국 웨스토샤 센트럴고,,,,
64136,티포드,1984년 05월 15일,183cm/75kg,36,투수(좌투좌타),미국 조지아서던대-LG,,,14 LG 자유선발,
64153,양석환,1991년 07월 15일,185cm/90kg,53,내야수(우투우타),백운초-신일중-신일고-동국대-LG-상무-LG,9000만원,21000만원,14 LG 2차 3라운드 28순위,14LG
64154,조쉬벨,1986년 11월 13일,190cm/104kg,00,내야수(우투양타),미국 산타루세스대-LG,,,14 LG 자유선발,
64155,임지섭,1995년 09월 06일,189cm/100kg,120,투수(좌투좌타),포철서초-창원신월중-제주고-LG-상무,25000만원,3000만원,14 LG 1차,14LG
64157,리오단,1986년 05월 25일,193cm/90kg,57,투수(우투우타),미국 포드햄대-LG,,,14 LG 자유선발,
64158,스나이더,1982년 05월 25일,192cm/96kg,25,외야수(좌투좌타),미국 볼주립대-LG-넥센,,,14 LG 자유선발,
64164,류형우,1995년 05월 07일,182cm/72kg,,내야수(우투우타),서화초-재능중-제물포고,6000만원,3200만원,14 LG 2차 4라운드 43순위,19LG
64166,배정대,1995년 06월 12일,185cm/80kg,27,외야수(우투우타),도신초-성남중-성남고-(디지털문예대)-LG-KT-경찰,15000만원,14000만원,14 LG 2차 1라운드 3순위,14LG
64187,조윤성,1991년 05월 07일,187cm/95kg,102,외야수(우투우타),신용산초(용산리틀)-자양중-경기고-고려대,,,14 LG 2차 7라운드 68순위,
64198,진재혁,1995년 03월 09일,185cm/103kg,11,투수(우투우타),동자초-건대부중-선린인터넷고,5000만원,2700만원,14 LG 2차 6라운드 63순위,20두산
64202,정은재,1991년 12월 31일,192cm/92kg,102,투수(우투우타),화곡초-덕수중-선린인터넷고,,,,
64203,칸투,1982년 01월 30일,192cm/92kg,3,내야수(우투우타),미국 레이노사고-두산,,,14 두산 자유선발,
64204,홍영현,1991년 01월 07일,189cm/87kg,11,투수(우투우타),갈산초-신월중-배명고-동국대,,,14 두산 육성선수,16두산
64205,윤기백,1990년 09월 29일,190cm/100kg,96,투수(우투우타),본리초-경운중-상원고-영남대,,,14 두산 육성선수,
64206,김영은,1988년 09월 27일,188cm/92kg,106,투수(우투좌타),청구초-성남중-경동고-한양대-두산,,,14 두산 육성선수,
64207,유지훈,1991년 10월 23일,168cm/65kg,107,내야수(우투양타),교문초(구리리틀)-구리인창중-구리인창고-한양대,,,14 두산 육성선수,
64209,정기훈,1995년 02월 18일,184cm/78kg,,내야수(우투좌타),광주화정초-충장중-광주제일고,6000만원,3200만원,14 두산 2차 5라운드 52순위,20한화
64213,최용제,1991년 07월 12일,182cm/90kg,12,포수(우투우타),서울도곡초-서울이수중-진흥고-홍익대-두산-상무,,3800만원,14 두산 육성선수,16두산
64214,심형석,1995년 03월 03일,185cm/92kg,96,외야수(우투우타),봉천초(용산리틀)-선린중-선린인터넷고,,,14 두산 2차 7라운드 72순위,
64219,마야,1981년 08월 28일,183cm/92kg,19,투수(우투우타),쿠바 파하르도대-두산,,,14 두산 자유선발,14두산
64230,볼스테드,1986년 09월 23일,207cm/104kg,30,투수(우투우타),미국 팜비치 가든고-두산,,,14 두산 자유선발,
64244,최형록,1989년 08월 23일,180cm/98kg,44,내야수(우투우타),군산초-군산중-군상상고,,,14 두산 2차 8라운드 79순위,07미네소타
64255,한주성,1995년 02월 26일,184cm/90kg,99,투수(우투우타),영랑초-자양중-덕수고,27000만원,2800만원,14 두산 1차,14두산
64259,최병욱,1989년 06월 02일,181cm/88kg,113,투수(우투우타),동천초-경주중-경주고-동국대,,,14 두산 2차 1라운드 7순위,14두산
64260,김경호,1995년 07월 31일,180cm/68kg,56,외야수(우투좌타),희망대초-매송중-야탑고-두산-SK,3000만원,3000만원,14 두산 2차 6라운드 59순위,14두산
64266,이성곤,1992년 03월 25일,186cm/93kg,6,외야수(우투좌타),성동초-잠실중-경기고-연세대-두산-경찰-두산-삼성,10000만원,5400만원,14 두산 2차 3라운드 32순위,14두산
64267,전용훈,1995년 03월 20일,182cm/75kg,67,투수(우투우타),길동초-건대부중-덕수고-두산-경찰,12000만원,2800만원,14 두산 2차 2라운드 19순위,14두산
64282,토시유키,1958년 07월 04일,178cm/88kg,82,(우투우타),일본 니이하마상고,,,,
64288,문진제,1991년 08월 01일,183cm/79kg,14,내야수(우투좌타),광주서림초-광주동성중-광주동성고-원광대,,,14 두산 2차 9라운드 92순위,14두산
64294,김종원,1991년 07월 26일,181cm/81kg,94,내야수(우투우타),백마초-성남중-성남고-동의대,,,14 두산 육성선수,
