,player_name,player_birth,player_physical,player_no,player_position,player_exprience,player_payment,player_salaly,player_draft,player_join
10005,차영화,1957년 06월 27일,178cm/82kg,82,(우투우타),서림초-전남중-광주제일고-동신전문대-해태,,,,82해태
10082,황태환,1952년 08월 06일,0cm/0kg,,투수(좌투좌타),한양대,,,,
10182,황기선,1958년 06월 02일,0cm/0kg,,투수(우투우타),유한공고,,,,
20001,우용득,1950년 02월 13일,172cm/83kg,89,(우투우타),대구상고-삼성,,,,
20002,조창수,1900년 01월 01일,0cm/0kg,,(),,,,,
20003,김광현,1988년 07월 22일,188cm/88kg,29,투수(좌투좌타),,,,,
20006,김상수,1990년 03월 23일,175cm/68kg,7,내야수(우투우타),,,,,
20007,김재호,1985년 03월 21일,181cm/75kg,52,내야수(우투우타),,,,,
20010,김현수,1988년 01월 12일,188cm/100kg,50,외야수(우투좌타),,,,,
20011,나성범,1989년 10월 03일,183cm/100kg,17,외야수(좌투좌타),,,,,
20013,민병헌,1989년 03월 10일,178cm/78kg,49,외야수(우투우타),,,,,
20014,박병호,1986년 07월 10일,185cm/107kg,3,내야수(우투우타),,,,,
20016,손아섭,1988년 03월 18일,174cm/88kg,31,외야수(우투좌타),,,,,
20018,심창민,1993년 02월 01일,185cm/86kg,55,투수(우언우타),,,,,
20020,양의지,1987년 06월 05일,179cm/85kg,25,포수(우투우타),,,,,
20022,오재원,1985년 02월 09일,185cm/80kg,24,내야수(우투좌타),,,,,
20023,우규민,1985년 01월 21일,184cm/75kg,22,투수(우투우타),,,,,
20024,이대은,1989년 03월 23일,189cm/90kg,11,투수(우투좌타),,,,,
20025,이대호,1982년 06월 21일,194cm/130kg,10,내야수(우투우타),,,,,
20026,이용규,1985년 08월 26일,175cm/70kg,15,외야수(좌투좌타),,,,,
20027,이태양,1993년 01월 28일,183cm/82kg,19,투수(우투좌타),,,,,
20028,이현승,1983년 10월 11일,179cm/87kg,48,투수(좌투좌타),,,,,
20029,임창민,1985년 08월 25일,183cm/85kg,45,투수(우투우타),,,,,
20030,장원준,1985년 07월 31일,184cm/85kg,28,투수(좌투좌타),,,,,
20031,정근우,1982년 10월 02일,172cm/80kg,8,내야수(우투우타),,,,,
20032,정대현,1978년 11월 10일,184cm/104kg,38,투수(우투우타),,,,,
20033,정우람,1985년 06월 01일,181cm/82kg,57,투수(좌투좌타),,,,,
20034,조무근,1991년 09월 26일,198cm/116kg,67,투수(우투우타),,,,,
20035,조상우,1994년 09월 04일,186cm/97kg,42,투수(우투우타),,,,,
20036,차우찬,1987년 05월 31일,184cm/74kg,23,투수(좌투좌타),,,,,
20038,허경민,1990년 08월 26일,176cm/69kg,14,내야수(우투우타),,,,,
20040,황재균,1987년 07월 28일,183cm/90kg,16,내야수(우투우타),,,,,
20041,구리엘,1993년 10월 10일,192cm/83kg,19,외야수(우투우타),,,,,
20042,구리엘,1984년 06월 09일,184cm/89kg,10,내야수(우투우타),,,,,
20043,구리엘,1982년 02월 17일,182cm/83kg,20,내야수(우투우타),,,,,
20044,가르시아,1981년 02월 23일,189cm/85kg,99,투수(우투우타),,,,,
20045,곤잘레스,1979년 10월 10일,184cm/98kg,33,투수(좌투좌타),,,,,
20046,그라시알,1985년 10월 14일,185cm/88kg,47,내야수(우투우타),,,,,
20047,데스파이그네,1986년 06월 17일,175cm/95kg,54,외야수(우투우타),,,,,
20048,레이에스,1979년 11월 05일,190cm/95kg,50,내야수(우투우타),,,,,
20049,마르티네스,1978년 06월 22일,181cm/84kg,27,투수(우투우타),,,,,
20050,마르티네스,1996년 03월 21일,173cm/73kg,71,외야수(좌투좌타),,,,,
20051,만둘레이,1986년 02월 09일,175cm/78kg,42,내야수(우투우타),,,,,
20052,마예타,1977년 02월 22일,186cm/100kg,55,내야수(좌투좌타),,,,,
20053,멘도사,1994년 05월 03일,190cm/80kg,34,투수(우투우타),,,,,
20054,모레혼,1986년 01월 25일,176cm/90kg,45,포수(우투우타),,,,,
20055,모이넬로,1995년 12월 08일,178cm/69kg,89,투수(좌투좌타),,,,,
20056,몬티에트,1985년 01월 11일,185cm/91kg,28,투수(우투우타),,,,,
20057,바스케스,1990년 05월 20일,175cm/105kg,31,포수(우투우타),,,,,
20058,베탄쿠르트,1981년 05월 27일,181cm/85kg,53,투수(우투우타),,,,,
20059,보로토,1965년 02월 06일,177cm/90kg,35,내야수(우투우타),,,,,
20061,산토야,1987년 01월 24일,187cm/85kg,24,내야수(우투우타),,,,,
20062,알라르콘,1984년 10월 15일,187cm/95kg,11,포수(우투우타),,,,,
20063,알바레스,1989년 04월 29일,182cm/99kg,15,투수(우투우타),,,,,
20064,에르난데스,1982년 07월 17일,185cm/94kg,18,외야수(좌투좌타),,,,,
20065,예라,1989년 10월 18일,170cm/75kg,58,투수(좌투좌타),,,,,
20066,카노,1994년 03월 09일,184cm/80kg,29,투수(우투우타),,,,,
20067,크루스,1979년 05월 28일,190cm/91kg,51,투수(우투우타),,,,,
20068,토레스,1980년 06월 14일,190cm/105kg,56,투수(우투우타),,,,,
20069,강민호,1985년 08월 18일,186cm/100kg,47,포수(우투우타),,,,,
20071,마에다,1988년 04월 11일,182cm/81kg,18,투수(우투우타),,,,,
20072,마키타,1984년 11월 10일,177cm/83kg,35,투수(우투우타),,,,,
20073,마스이,1984년 06월 26일,181cm/70kg,19,투수(우투우타),,,,,
20074,마츠이,1995년 10월 30일,174cm/74kg,10,투수(좌투좌타),,,,,
20075,니시,1990년 11월 10일,181cm/80kg,21,투수(우투우타),,,,,
20076,노리모토,1990년 12월 17일,178cm/82kg,14,투수(우투좌타),,,,,
20077,오노,1988년 09월 26일,183cm/78kg,22,투수(좌투좌타),,,,,
20078,오타니,1994년 07월 05일,193cm/90kg,16,투수(우투좌타),,,,,
20079,사와무라,1988년 04월 03일,183cm/98kg,15,투수(우투우타),,,,,
20080,스가노,1989년 10월 11일,185cm/90kg,11,투수(우투우타),,,,,
20081,다케다,1993년 04월 03일,186cm/85kg,30,투수(우투우타),,,,,
20082,야마자키,1992년 10월 02일,177cm/83kg,24,투수(우투우타),,,,,
20083,오가와,1990년 05월 16일,171cm/80kg,29,투수(우투우타),,,,,
20084,나카무라,1990년 06월 17일,176cm/83kg,52,포수(우투우타),,,,,
20085,시마,1984년 12월 13일,179cm/82kg,37,포수(우투우타),,,,,
20086,스미타니,1987년 07월 19일,180cm/93kg,27,포수(우투우타),,,,,
20087,가와바타,1987년 10월 16일,185cm/86kg,5,내야수(우투좌타),,,,,
20088,마츠다,1983년 05월 17일,180cm/89kg,3,내야수(우투우타),,,,,
20089,나카무라,1983년 08월 15일,175cm/102kg,60,내야수(우투우타),,,,,
20090,나카시마,1991년 01월 11일,176cm/70kg,9,내야수(우투좌타),,,,,
20091,나카타,1989년 04월 22일,183cm/100kg,13,내야수(우투우타),,,,,
20092,사카모토,1988년 12월 14일,186cm/83kg,6,내야수(우투우타),,,,,
20093,야마다,1992년 07월 16일,180cm/76kg,23,내야수(우투우타),,,,,
20094,아키야마,1988년 04월 16일,183cm/85kg,55,외야수(우투좌타),,,,,
20095,히라타,1988년 03월 23일,177cm/88kg,8,외야수(우투우타),,,,,
20096,츠츠고,1991년 11월 26일,185cm/97kg,25,외야수(우투좌타),,,,,
20097,나카무라,1989년 11월 05일,175cm/82kg,7,외야수(좌투좌타),,,,,
20098,이마미야,1991년 07월 15일,172cm/68kg,2,외야수(우투우타),,,,,
20099,배럿,1991년 06월 22일,0cm/0kg,22,투수(우투우타),,,,,
20100,처치,1986년 04월 11일,0cm/0kg,37,투수(우투우타),,,,,
20101,콜먼,1987년 07월 03일,0cm/0kg,5,투수(우투좌타),,,,,
20102,데나토,1992년 03월 17일,0cm/0kg,45,투수(좌투좌타),,,,,
20103,이브랜드,1983년 10월 29일,0cm/0kg,36,투수(좌투좌타),,,,,
20104,포사이스,1990년 09월 17일,0cm/0kg,50,투수(좌투좌타),,,,,
20105,그루브,1981년 05월 11일,0cm/0kg,34,투수(우투우타),,,,,
20106,래피,1985년 04월 15일,0cm/0kg,32,투수(좌투좌타),,,,,
20107,파운더스,1990년 09월 26일,0cm/0kg,35,투수(우투우타),,,,,
20108,새터와이트,1987년 01월 27일,0cm/0kg,55,투수(우투우타),,,,,
20109,세고비아,1983년 04월 11일,0cm/0kg,40,투수(우투우타),,,,,
20110,시먼스,1988년 06월 14일,0cm/0kg,17,투수(우투우타),,,,,
20111,스프루일,1989년 09월 11일,0cm/0kg,18,투수(우투우타),,,,,
20112,바스케스,1986년 09월 19일,0cm/0kg,15,투수(좌투좌타),,,,,
20113,웬델켄,1993년 03월 24일,0cm/0kg,14,투수(우투우타),,,,,
20114,윌커슨,1989년 05월 24일,0cm/0kg,31,투수(우투우타),,,,,
20115,모린,1991년 02월 07일,0cm/0kg,21,포수(우투좌타),,,,,
20116,롤핑,1989년 12월 02일,0cm/0kg,26,포수(우투우타),,,,,
20117,댄블랙,1987년 02월 07일,0cm/0kg,44,내야수(우투양타),,,,,
20118,프레이저,1991년 12월 14일,0cm/0kg,2,내야수(좌투우타),,,,,
20119,마틴,1992년 11월 13일,0cm/0kg,27,내야수(좌투좌타),,,,,
20120,패스토니키,1989년 12월 13일,0cm/0kg,8,내야수(우투우타),,,,,
20121,스클라파니,1990년 04월 22일,0cm/0kg,7,내야수(우투양타),,,,,
20122,소토,1989년 08월 21일,0cm/0kg,4,내야수(우투우타),,,,,
20123,아이브너,1988년 02월 12일,0cm/0kg,9,외야수(우투우타),,,,,
20124,메이,1992년 01월 23일,0cm/0kg,3,외야수(우투양타),,,,,
20125,맥브라이드,1985년 05월 23일,0cm/0kg,19,외야수(우투우타),,,,,
20126,필립스,1994년 05월 30일,0cm/0kg,6,외야수(우투좌타),,,,,
20127,카브레라,1981년 05월 28일,0cm/0kg,32,투수(우투우타),,,,,
20128,아라우호,1987년 11월 02일,0cm/0kg,10,투수(우투우타),,,,,
20129,크루스,1981년 06월 15일,0cm/0kg,17,투수(우투우타),,,,,
20130,데폴라,1982년 12월 31일,0cm/0kg,42,투수(우투우타),,,,,
20131,페르민,1985년 11월 02일,0cm/0kg,29,투수(우투우타),,,,,
20132,마테오,1989년 07월 27일,0cm/0kg,45,투수(우투우타),,,,,
20133,모리요,1983년 11월 05일,0cm/0kg,39,투수(우투우타),,,,,
20134,파잠프스,1994년 04월 07일,0cm/0kg,37,투수(우투우타),,,,,
20135,페레스,1985년 01월 20일,0cm/0kg,47,투수(좌투좌타),,,,,
20136,로드리게스,1991년 06월 06일,0cm/0kg,49,투수(우투우타),,,,,
20137,론돈,1988년 04월 19일,0cm/0kg,48,투수(좌투좌타),,,,,
20138,시렛트,1988년 12월 15일,0cm/0kg,51,투수(우투우타),,,,,
20139,소리아노,1992년 12월 30일,0cm/0kg,30,투수(좌투좌타),,,,,
20140,메르세데스,1986년 11월 22일,0cm/0kg,43,포수(우투우타),,,,,
20141,올리보,1978년 07월 15일,0cm/0kg,21,포수(우투우타),,,,,
20142,베테미트,1981년 02월 11일,0cm/0kg,24,내야수(우투양타),,,,,
20143,디아스,1983년 09월 19일,0cm/0kg,44,내야수(우투우타),,,,,
20144,펠리스,1992년 05월 11일,0cm/0kg,19,내야수(우투양타),,,,,
20145,펠리스,1975년 04월 27일,0cm/0kg,7,내야수(우투우타),,,,,
20146,갈베스,1991년 01월 18일,0cm/0kg,23,내야수(우투우타),,,,,
20147,루나,1986년 12월 13일,0cm/0kg,6,내야수(우투우타),,,,,
20148,로드리게스,1992년 04월 17일,0cm/0kg,11,내야수(우투우타),,,,,
20149,루이스,1991년 03월 19일,0cm/0kg,2,내야수(우투양타),,,,,
20150,칼데론,1991년 12월 23일,0cm/0kg,28,외야수(좌투좌타),,,,,
20151,에르난데스,1992년 10월 15일,0cm/0kg,15,외야수(우투우타),,,,,
20152,페레스,1993년 10월 09일,0cm/0kg,35,외야수(우투좌타),,,,,
20153,라미레스,1985년 10월 25일,0cm/0kg,33,외야수(우투우타),,,,,
20154,따바레스,1992년 04월 14일,0cm/0kg,1,외야수(우투좌타),,,,,
20155,알파로,1983년 06월 14일,0cm/0kg,36,투수(우투우타),,,,,
20156,바사르도,1984년 07월 11일,0cm/0kg,2,투수(우투우타),,,,,
20157,카라바요,1985년 08월 23일,0cm/0kg,19,투수(우투우타),,,,,
20158,까레뇨,1987년 08월 13일,0cm/0kg,35,투수(우투우타),,,,,
20159,카스테야노,1992년 01월 13일,0cm/0kg,16,투수(좌투좌타),,,,,
20160,차베스,1983년 08월 10일,0cm/0kg,5,투수(우투우타),,,,,
20161,가르시아,1976년 10월 06일,0cm/0kg,33,투수(우투우타),,,,,
20162,게라,1990년 01월 09일,0cm/0kg,22,투수(우투우타),,,,,
20163,에르난데스,1980년 04월 15일,0cm/0kg,28,투수(우투우타),,,,,
20164,마르티네스,1986년 12월 04일,0cm/0kg,21,투수(좌투좌타),,,,,
20165,모나스테리오,1986년 03월 21일,0cm/0kg,15,투수(우투우타),,,,,
20166,니에베,1982년 07월 15일,0cm/0kg,24,투수(우투우타),,,,,
20167,팔렌시아,1986년 01월 09일,0cm/0kg,27,투수(우투우타),,,,,
20168,파울리노,1983년 10월 05일,0cm/0kg,1,투수(우투우타),,,,,
20169,아포다카,1986년 07월 15일,0cm/0kg,26,포수(우투우타),,,,,
20170,하스페,1985년 04월 11일,0cm/0kg,23,포수(우투우타),,,,,
20171,호세,1981년 06월 19일,0cm/0kg,25,포수(우투우타),,,,,
20172,히메네스,1982년 05월 07일,0cm/0kg,29,내야수(좌투좌타),,,,,
20173,마르티네스,1989년 11월 13일,0cm/0kg,10,내야수(우투우타),,,,,
20174,올메도,1981년 05월 31일,0cm/0kg,4,내야수(우투우타),,,,,
20175,오수나,1985년 04월 24일,0cm/0kg,34,내야수(우투우타),,,,,
20176,페티트,1984년 10월 12일,0cm/0kg,31,내야수(우투우타),,,,,
20177,카라바요,1983년 10월 21일,0cm/0kg,17,외야수(우투우타),,,,,
20178,디아스,1983년 10월 06일,0cm/0kg,9,외야수(우투우타),,,,,
20179,란다에타,1988년 11월 25일,0cm/0kg,18,외야수(우투우타),,,,,
20180,마르티네스,1983년 02월 20일,0cm/0kg,7,외야수(우투우타),,,,,
20181,리베라,1978년 07월 03일,0cm/0kg,20,외야수(우투우타),,,,,
20182,시비라,1984년 01월 25일,0cm/0kg,6,외야수(우투우타),,,,,
20183,베르나르디노,1992년 01월 15일,0cm/0kg,28,투수(좌투좌타),,,,,
20184,칼데라,1985년 10월 01일,0cm/0kg,7,투수(우투우타),,,,,
20185,카리요,1984년 04월 29일,0cm/0kg,26,투수(우투우타),,,,,
20186,가르시아,1990년 06월 15일,0cm/0kg,15,투수(좌투좌타),,,,,
20187,가르시아,1992년 02월 12일,0cm/0kg,51,투수(우투우타),,,,,
20188,마초로,1996년 09월 20일,0cm/0kg,29,투수(우투우타),,,,,
20189,마드리갈,1991년 11월 08일,0cm/0kg,24,투수(우투좌타),,,,,
20190,페나,1990년 10월 24일,0cm/0kg,5,투수(좌투좌타),,,,,
20191,로드리게스,1996년 06월 20일,0cm/0kg,34,투수(우투우타),,,,,
20192,로모,1988년 12월 19일,0cm/0kg,55,투수(우투우타),,,,,
20193,산체스,1989년 06월 13일,0cm/0kg,25,투수(우투우타),,,,,
20194,세라노,1985년 09월 14일,0cm/0kg,10,투수(우투우타),,,,,
20195,비라몬테스,1989년 07월 12일,0cm/0kg,18,투수(우투우타),,,,,
20196,코레아,1986년 01월 09일,0cm/0kg,35,포수(우투우타),,,,,
20197,가르시아,1992년 09월 17일,0cm/0kg,30,포수(우투좌타),,,,,
20198,소사,1985년 10월 13일,0cm/0kg,54,포수(우투우타),,,,,
20199,사발라,1993년 08월 28일,0cm/0kg,36,포수(우투우타),,,,,
20200,아베나,1993년 02월 02일,0cm/0kg,20,내야수(우투우타),,,,,
20201,플로레스,1990년 12월 12일,0cm/0kg,23,내야수(우투좌타),,,,,
20202,마시아스,1988년 10월 18일,0cm/0kg,22,내야수(우투우타),,,,,
20203,메드라노,1990년 05월 21일,0cm/0kg,1,내야수(우투좌타),,,,,
20204,페나,1988년 11월 06일,0cm/0kg,6,내야수(우투우타),,,,,
20205,토레스,1983년 11월 12일,0cm/0kg,13,내야수(우투우타),,,,,
20206,드라케,1990년 04월 12일,0cm/0kg,68,외야수(우투우타),,,,,
20207,로페스,1989년 10월 07일,0cm/0kg,2,외야수(우투우타),,,,,
20208,로페스,1985년 10월 01일,0cm/0kg,21,외야수(우투우타),,,,,
20209,페레스,1991년 11월 01일,0cm/0kg,3,외야수(우투좌타),,,,,
20210,토레스,1983년 11월 20일,0cm/0kg,27,외야수(우투우타),,,,,
20211,라헤라,1985년 01월 24일,0cm/0kg,85,투수(우투우타),,,,,
21000,구자욱,1993년 02월 12일,189cm/75kg,36,외야수(우투좌타),본리초-경복중-대구고-삼성-상무,,,,
21001,고우석,1900년 01월 01일,182cm/90kg,19,투수(우투우타),,,,,
21002,이용찬,1900년 01월 01일,185cm/80kg,45,투수(우투우타),,,,,
21003,김광현,1900년 01월 01일,188cm/88kg,29,투수(좌투좌타),,,,,
21004,문경찬,1900년 01월 01일,186cm/85kg,35,투수(우투우타),,,,,
21005,박종훈,1900년 01월 01일,186cm/90kg,50,투수(우투우타),,,,,
21006,양현종,1900년 01월 01일,183cm/91kg,54,투수(좌투좌타),,,,,
21007,원종현,1900년 01월 01일,182cm/83kg,46,투수(우투우타),,,,,
21008,이영하,1900년 01월 01일,192cm/91kg,41,투수(우투우타),,,,,
21009,조상우,1900년 01월 01일,186cm/97kg,11,투수(우투우타),,,,,
21010,차우찬,1900년 01월 01일,185cm/80kg,23,투수(좌투좌타),,,,,
21011,하재훈,1900년 01월 01일,182cm/90kg,21,투수(우투우타),,,,,
21012,이승호,1900년 01월 01일,187cm/88kg,33,투수(좌투좌타),,,,,
21013,함덕주,1900년 01월 01일,181cm/78kg,61,투수(좌투좌타),,,,,
21014,양의지,1900년 01월 01일,179cm/85kg,25,포수(우투우타),,,,,
21015,박세혁,1900년 01월 01일,181cm/86kg,10,포수(우투좌타),,,,,
21016,김상수,1900년 01월 01일,175cm/67kg,7,내야수(우투우타),,,,,
21017,김하성,1900년 01월 01일,179cm/78kg,16,내야수(우투우타),,,,,
21018,박민우,1900년 01월 01일,185cm/80kg,2,내야수(우투좌타),,,,,
21019,박병호,1900년 01월 01일,185cm/107kg,52,내야수(우투우타),,,,,
21020,최정,1900년 01월 01일,180cm/90kg,14,내야수(우투우타),,,,,
21021,허경민,1900년 01월 01일,176cm/69kg,13,내야수(우투우타),,,,,
21022,황재균,1900년 01월 01일,183cm/96kg,12,내야수(우투우타),,,,,
21023,강백호,1900년 01월 01일,184cm/98kg,17,외야수(우투좌타),,,,,
21024,김재환,1900년 01월 01일,183cm/90kg,32,외야수(우투좌타),,,,,
21025,김현수,1900년 01월 01일,188cm/100kg,22,외야수(우투좌타),,,,,
21026,민병헌,1900년 01월 01일,178cm/87kg,3,외야수(우투우타),,,,,
21027,박건우,1900년 01월 01일,184cm/80kg,37,외야수(우투우타),,,,,
21028,이정후,1900년 01월 01일,185cm/78kg,51,외야수(우투좌타),,,,,
21029,J.가이어,1900년 01월 01일,186cm/95kg,27,투수(우투우타),,,,,
21030,J.톨스,1900년 01월 01일,170cm/75kg,13,투수(좌투좌타),,,,,
21031,S.스트리트,1900년 01월 01일,188cm/96kg,34,투수(우투우타),,,,,
21032,T.애서튼,1900년 01월 01일,191cm/95kg,37,투수(우투우타),,,,,
21033,D.슈미트,1900년 01월 01일,187cm/73kg,64,투수(좌투좌타),,,,,
21034,S.켄트,1900년 01월 01일,187cm/95kg,25,투수(좌투좌타),,,,,
21035,P.모이란,1900년 01월 01일,194cm/96kg,47,투수(우투우타),,,,,
21036,D.루직,1900년 01월 01일,195cm/110kg,28,투수(우투우타),,,,,
21037,R.설,1900년 01월 01일,183cm/97kg,44,투수(우투우타),,,,,
21038,T.반스틴셀,1900년 01월 01일,189cm/90kg,21,투수(우투우타),,,,,
21039,L.윌킨스,1900년 01월 01일,185cm/80kg,26,투수(우투우타),,,,,
21040,J.케네디,1900년 01월 01일,200cm/95kg,55,투수(좌투좌타),,,,,
21041,S.홀란드,1900년 01월 01일,196cm/90kg,40,투수(우투우타),,,,,
21042,R.바타글리아,1900년 01월 01일,185cm/93kg,24,포수(우투우타),,,,,
21043,R.펄킨스,1900년 01월 01일,191cm/90kg,9,포수(우투우타),,,,,
21044,A.디산미구엘,1900년 01월 01일,175cm/96kg,11,포수(우투우타),,,,,
21045,D.서덜랜드,1900년 01월 01일,200cm/108kg,43,내야수(좌투좌타),,,,,
21046,L.웨이드,1900년 01월 01일,185cm/86kg,4,내야수(우투양타),,,,,
21047,R.글랜디닝,1900년 01월 01일,189cm/90kg,6,내야수(우투우타),,,,,
21048,D.조지,1900년 01월 01일,191cm/90kg,7,내야수(우투우타),,,,,
21049,T.단토니오,1900년 01월 01일,175cm/85kg,8,내야수(우투좌타),,,,,
21050,M.닐슨,1900년 01월 01일,182cm/92kg,39,내야수(우투양타),,,,,
21051,L.휴즈,1900년 01월 01일,187cm/95kg,16,내야수(우투우타),,,,,
21052,W.두톤,1900년 01월 01일,188cm/77kg,22,내야수(우투우타),,,,,
21053,A.캠벨,1900년 01월 01일,183cm/90kg,17,외야수(우투좌타),,,,,
21054,D.칸딜라스,1900년 01월 01일,186cm/96kg,29,외야수(우투우타),,,,,
21055,A.화이트필드,1900년 01월 01일,194cm/90kg,2,외야수(우투우타),,,,,
21056,T.케넬리,1900년 01월 01일,186cm/85kg,23,외야수(우투우타),,,,,
21057,J.라카,1900년 01월 01일,188cm/90kg,27,투수(우투우타),,,,,
21058,B.다익손,1900년 01월 01일,203cm/113kg,55,투수(우투우타),,,,,
21059,B.마크런드,1900년 01월 01일,188cm/83kg,24,투수(우투우타),,,,,
21060,C.르루,1900년 01월 01일,198cm/102kg,52,투수(우투좌타),,,,,
21061,D.레오,1900년 01월 01일,206cm/111kg,49,투수(우투우타),,,,,
21062,D.몰리켄,1900년 01월 01일,193cm/110kg,35,투수(우투좌타),,,,,
21063,D.프로코피오,1900년 01월 01일,183cm/86kg,19,투수(우투우타),,,,,
21064,E.러스키,1900년 01월 01일,196cm/102kg,32,투수(좌투우타),,,,,
21065,P.오몽트,1900년 01월 01일,201cm/108kg,17,투수(우투좌타),,,,,
21066,R.자스트리즈니,1900년 01월 01일,190cm/92kg,30,투수(좌투우타),,,,,
21067,S.리치몬드,1900년 01월 01일,196cm/99kg,48,투수(우투우타),,,,,
21068,S.메티슨,1900년 01월 01일,190cm/104kg,47,투수(우투우타),,,,,
21069,W.맥카퍼,1900년 01월 01일,188cm/92kg,16,투수(우투우타),,,,,
21070,D.홀,1900년 01월 01일,185cm/92kg,31,포수(우투우타),,,,,
21071,K.디글랜,1900년 01월 01일,188cm/99kg,22,포수(우투좌타),,,,,
21072,A.예지,1900년 01월 01일,190cm/97kg,15,포수(우투좌타),,,,,
21073,C.르블랑,1900년 01월 01일,190cm/88kg,38,내야수(우투우타),,,,,
21074,J.말로,1900년 01월 01일,188cm/81kg,11,내야수(우투우타),,,,,
21075,W.다빌,1900년 01월 01일,188cm/86kg,18,내야수(우투좌타),,,,,
21076,E.우드,1900년 01월 01일,185cm/96kg,14,내야수(우투우타),,,,,
21077,J.레너튼,1900년 01월 01일,188cm/104kg,37,내야수(좌투좌타),,,,,
21078,D.오리몰로예,1900년 01월 01일,193cm/102kg,45,외야수(우투우타),,,,,
21079,C.판나스,1900년 01월 01일,183cm/98kg,28,외야수(우투좌타),,,,,
21080,D.폼페이,1900년 01월 01일,188cm/90kg,25,외야수(우투양타),,,,,
21081,G.모건,1900년 01월 01일,193cm/120kg,44,외야수(우투우타),,,,,
21082,M.사운더스,1900년 01월 01일,193cm/102kg,21,외야수(우투좌타),,,,,
21083,R.토소니,1900년 01월 01일,183cm/88kg,23,외야수(우투좌타),,,,,
21084,T.폼페이,1900년 01월 01일,193cm/90kg,26,외야수(우투양타),,,,,
21085,A.로드리게즈,1900년 01월 01일,184cm/74kg,93,투수(우투우타),,,,,
21086,C.비에라,1900년 01월 01일,187cm/105kg,83,투수(우투우타),,,,,
21087,F.알바레즈,1900년 01월 01일,181cm/99kg,15,투수(우투우타),,,,,
21088,L.모이넬로,1900년 01월 01일,178cm/64kg,89,투수(좌투우타),,,,,
21089,L.블랑코,1900년 01월 01일,193cm/91kg,79,투수(우투우타),,,,,
21090,R.마르티네즈,1900년 01월 01일,191cm/86kg,92,투수(우투우타),,,,,
21091,V.가르시아,1900년 01월 01일,189cm/115kg,34,투수(우투우타),,,,,
21092,B.바노스,1900년 01월 01일,183cm/88kg,59,투수(우투우타),,,,,
21093,Y.로드리게즈,1900년 01월 01일,184cm/75kg,29,투수(우투우타),,,,,
21094,Y.로드리게즈,1900년 01월 01일,171cm/84kg,17,투수(좌투좌타),,,,,
21095,Y.예라,1900년 01월 01일,171cm/93kg,58,투수(좌투좌타),,,,,
21096,Y.커슨,1900년 01월 01일,190cm/83kg,30,투수(우투우타),,,,,
21097,F.마단,1900년 01월 01일,178cm/95kg,14,투수(우투우타),,,,,
21098,A.마르티네즈,1900년 01월 01일,193cm/95kg,40,포수(우투우타),,,,,
21099,Y.아이바라,1900년 01월 01일,181cm/91kg,31,포수(우투우타),,,,,
21100,Y.알라콘,1900년 01월 01일,180cm/100kg,11,포수(우투우타),,,,,
21101,E.아루에바레나,1900년 01월 01일,182cm/97kg,12,내야수(우투우타),,,,,
21102,C.프리에토,1900년 01월 01일,178cm/77kg,6,내야수(우투좌타),,,,,
21103,P.퀘사다,1900년 01월 01일,183cm/105kg,13,내야수(우투우타),,,,,
21104,R.곤잘레즈,1900년 01월 01일,187cm/88kg,8,내야수(우투우타),,,,,
21105,Y.그라시엘,1900년 01월 01일,185cm/92kg,47,내야수(우투우타),,,,,
21106,Y.사몬,1900년 01월 01일,187cm/100kg,88,내야수(우투우타),,,,,
21107,W.사베드라,1900년 01월 01일,183cm/110kg,28,내야수(우투우타),,,,,
21108,A.아얄라,1900년 01월 01일,188cm/96kg,4,내야수(우투우타),,,,,
21109,A.데스파이네,1900년 01월 01일,173cm/105kg,54,외야수(우투우타),,,,,
21110,F.세페다,1900년 01월 01일,176cm/112kg,24,외야수(우투양타),,,,,
21111,Y.구이베르트,1900년 01월 01일,180cm/79kg,7,외야수(좌투좌타),,,,,
21112,R.산토스,1900년 01월 01일,172cm/78kg,1,외야수(좌투좌타),,,,,
21113,A.플로레스,1900년 01월 01일,201cm/102kg,43,투수(우투우타),,,,,
21114,A.산티아고,1900년 01월 01일,185cm/99kg,55,투수(우투우타),,,,,
21115,F.카브레라,1900년 01월 01일,193cm/102kg,38,투수(우투우타),,,,,
21116,F.무니즈,1900년 01월 01일,190cm/82kg,51,투수(우투우타),,,,,
21117,F.크루즈,1900년 01월 01일,188cm/92kg,48,투수(우투우타),,,,,
21118,B.에스카니오,1900년 01월 01일,185cm/83kg,17,투수(우투우타),,,,,
21119,I.말도나도,1900년 01월 01일,193cm/104kg,42,투수(우투우타),,,,,
21120,O.로만,1900년 01월 01일,185cm/95kg,34,투수(우투우타),,,,,
21121,M.메히아,1900년 01월 01일,183cm/95kg,47,투수(우투우타),,,,,
21122,M.마르티네스,1900년 01월 01일,188cm/92kg,22,투수(좌투좌타),,,,,
21123,L.신트론,1900년 01월 01일,180cm/70kg,11,투수(좌투좌타),,,,,
21124,E.네비스,1900년 01월 01일,183cm/77kg,65,투수(좌투좌타),,,,,
21125,G.소토,1900년 01월 01일,187cm/97kg,16,투수(좌투좌타),,,,,
21126,R.로사,1900년 01월 01일,183cm/81kg,20,투수(좌투우타),,,,,
21127,W.로드리게스,1900년 01월 01일,179cm/90kg,36,포수(우투우타),,,,,
